,id,Price,Prediction,Difference
141378,141378,110.91875,79.37097790722937,31.54777209277063
151754,151754,106.61564,81.83884809818876,24.776791901811237
125013,125013,133.19832,81.28791226905139,51.910407730948606
273552,273552,103.64089,80.78961716131585,22.851272838684153
201853,201853,36.16286,83.0787316674332,-46.9158716674332
99511,99511,81.43532,80.39781466549665,1.0375053345033507
25140,25140,35.41986,82.23838654847086,-46.81852654847086
7603,7603,53.76396,81.60800504890945,-27.84404504890945
84095,84095,103.83368,80.923501356171,22.910178643829
84071,84071,25.49421,79.33164723984665,-53.83743723984665
151177,151177,45.39457,80.22966012238147,-34.83509012238147
294081,294081,19.29692,80.96869546156499,-61.67177546156499
88694,88694,149.08461,79.87539425280814,69.20921574719186
99932,99932,83.91878,79.88772861831387,4.031051381686126
14442,14442,54.70574,80.04105596611468,-25.335315966114685
162220,162220,138.71212,80.94568725543895,57.766432744561044
163631,163631,100.37542,81.34289851323773,19.032521486762278
49023,49023,22.50123,83.26661994040583,-60.76538994040583
80644,80644,83.36608,82.87802235537168,0.4880576446283129
274016,274016,97.18398,81.02374368150949,16.16023631849052
64876,64876,94.27089,82.3306135888666,11.940276411133397
156696,156696,36.14569,78.02194716481436,-41.87625716481436
295991,295991,77.3247,78.04684410890329,-0.7221441089032794
192037,192037,118.80198,82.87107437310513,35.93090562689487
118765,118765,127.97859,82.70089909752168,45.27769090247831
94748,94748,96.05421,81.94778555272724,14.106424447272758
251764,251764,137.76161,80.86174946185653,56.89986053814346
60381,60381,101.68361,82.14032895694774,19.54328104305226
283938,283938,39.49702,76.55270155723144,-37.055681557231445
195995,195995,19.32911,80.69176228698043,-61.362652286980435
112778,112778,136.96563,83.52173869981935,53.44389130018065
76727,76727,139.05778,78.8773338090928,60.180446190907205
21435,21435,41.60457,80.73411926366894,-39.12954926366894
17468,17468,34.21464,82.22265330454864,-48.00801330454864
225673,225673,142.65727,82.52280780334854,60.13446219665147
79759,79759,28.83818,82.79053028068375,-53.95235028068375
257599,257599,116.08556,81.76823052459625,34.31732947540375
270720,270720,36.91727,81.29122945445131,-44.37395945445131
153801,153801,128.30264,80.6487848150201,47.6538551849799
92266,92266,60.64968,81.65708449541279,-21.007404495412793
207329,207329,39.41661,80.96919870976238,-41.55258870976238
243955,243955,29.07171,80.89313979179897,-51.82142979179898
288928,288928,67.54429,81.44548264373184,-13.901192643731832
186600,186600,72.4042,84.44001544836335,-12.035815448363351
48005,48005,102.35535,80.05153490636333,22.303815093636672
212520,212520,65.43659,81.37471521939406,-15.938125219394067
294075,294075,120.12058,81.21416018786417,38.90641981213584
131575,131575,28.81823,80.64472196128716,-51.82649196128716
202057,202057,59.56071,81.19381021782455,-21.63310021782455
239160,239160,22.59103,80.4392630382865,-57.848233038286494
92611,92611,106.53588,81.09871196362118,25.43716803637882
268351,268351,101.10798,80.15732409959551,20.950655900404485
259109,259109,144.84356,81.29001710849263,63.55354289150736
265328,265328,54.7837,80.0468064209457,-25.263106420945697
229144,229144,36.8124,81.65736317774699,-44.84496317774699
261302,261302,58.02757,83.62488134484784,-25.59731134484784
84117,84117,118.28351,82.31386836692025,35.96964163307976
31189,31189,77.90622,82.29481269076865,-4.388592690768647
107254,107254,133.19572,82.87159485108052,50.32412514891948
192798,192798,59.79847,80.78203233104102,-20.98356233104102
28083,28083,76.16517,82.09021314646655,-5.92504314646655
118789,118789,110.02739,81.5979770715475,28.429412928452493
2152,2152,38.10548,81.10141275943045,-42.995932759430445
287026,287026,15.66515,82.56846108576065,-66.90331108576065
249169,249169,131.732,79.95729277295901,51.77470722704099
137539,137539,116.15753,83.50565524442354,32.65187475557646
46291,46291,83.59376,81.79115163766092,1.802608362339086
30233,30233,114.51156,82.10451122331487,32.40704877668513
175145,175145,128.92047,82.90037168513517,46.020098314864825
50676,50676,71.85969,83.4877941090224,-11.628104109022402
71570,71570,61.52905,82.69661728208548,-21.167567282085486
219843,219843,136.8396,82.24328681013304,54.59631318986695
36279,36279,102.3076,83.75097047180509,18.556629528194904
66052,66052,28.98699,81.80209160991481,-52.81510160991481
252609,252609,144.61983,83.11238284847036,61.50744715152965
24783,24783,57.9599,82.79870333950308,-24.83880333950308
299327,299327,20.70036,78.66712462536131,-57.96676462536131
95349,95349,91.94437,83.89296445095569,8.051405549044318
46332,46332,54.81179,78.52378041365905,-23.711990413659052
91240,91240,141.51712,79.91743349372912,61.599686506270885
5445,5445,86.33385,82.24881650637094,4.085033493629055
272876,272876,102.80922,81.84286740229867,20.96635259770133
43811,43811,47.65338,81.14011755208847,-33.48673755208847
217082,217082,150.0,80.73502559242917,69.26497440757083
100370,100370,60.45992,79.50386112333352,-19.043941123333525
258874,258874,140.75198,80.95441896171472,59.79756103828528
121949,121949,45.70365,81.93079764300417,-36.227147643004166
212950,212950,145.6424,82.12238838314624,63.520011616853765
200057,200057,104.87707,82.97100138688921,21.90606861311079
229177,229177,62.53295,78.85523337472888,-16.322283374728883
287838,287838,28.17085,83.56613710847111,-55.39528710847111
213118,213118,134.80248,80.3465236819433,54.45595631805671
176475,176475,59.51106,81.61924214389589,-22.10818214389589
118176,118176,114.25021,80.18901580996514,34.061194190034854
209024,209024,44.46116,81.64456495905752,-37.18340495905752
221906,221906,107.37289,80.25458704512171,27.11830295487829
42493,42493,95.44548,81.21628959984338,14.229190400156625
223728,223728,99.04488,80.96618763467086,18.078692365329147
141993,141993,60.29644,83.28876978217116,-22.99232978217116
55675,55675,64.47636,78.81643943477867,-14.340079434778673
224087,224087,53.49728,82.86118180806547,-29.363901808065464
83655,83655,88.93454,80.37939908657431,8.555140913425689
61917,61917,98.23177,80.58685837604322,17.644911623956773
153665,153665,88.89561,82.46773326121352,6.42787673878648
155758,155758,79.66945,82.72753852196104,-3.0580885219610394
190393,190393,73.70643,80.19958975006462,-6.4931597500646205
231050,231050,43.37915,80.578904849834,-37.199754849834
201122,201122,134.5191,82.71792558731521,51.8011744126848
59267,59267,87.93552,81.4499633088653,6.48555669113469
262487,262487,82.98363,83.07837497564128,-0.0947449756412766
188582,188582,48.80777,81.0092724887772,-32.2015024887772
131814,131814,81.29008,80.24125048137013,1.0488295186298728
73949,73949,119.89304,82.21715340189216,37.67588659810784
154308,154308,117.91932,81.4419356600205,36.477384339979494
167194,167194,18.71187,80.7923444975311,-62.0804744975311
277393,277393,45.33411,80.57576568310031,-35.24165568310031
196835,196835,133.84711,81.92552936828977,51.92158063171021
91690,91690,96.2098,80.35476629509466,15.855033704905338
162086,162086,28.20509,82.50394128152158,-54.29885128152158
231058,231058,149.88175,79.74967311797741,70.1320768820226
54120,54120,145.07183,80.33063484363284,64.74119515636717
247858,247858,54.34471,82.43891204798159,-28.09420204798159
98092,98092,103.34298,82.5598802318272,20.783099768172804
271915,271915,68.09707,81.7096067863078,-13.6125367863078
44677,44677,62.44911,81.98865244817036,-19.53954244817036
56078,56078,150.0,82.42888688028647,67.57111311971353
129375,129375,85.85946,83.60765044237868,2.251809557621314
133361,133361,149.11457,81.39320770155044,67.72136229844955
85866,85866,63.79914,80.75784047789436,-16.95870047789436
191559,191559,73.08255,83.0179257727631,-9.93537577276311
218728,218728,43.55246,79.9927695669224,-36.4403095669224
208771,208771,105.95145,81.77377960014559,24.177670399854406
109195,109195,124.84265,78.07538170749785,46.76726829250215
39549,39549,37.37055,81.15472232673102,-43.78417232673102
169828,169828,35.76466,81.21984885175385,-45.45518885175385
57416,57416,62.55627,78.90269354450459,-16.34642354450459
33193,33193,53.78789,81.28445459695168,-27.49656459695168
173865,173865,71.75185,82.5264314940349,-10.77458149403489
50919,50919,102.74367,82.80342350643572,19.940246493564274
108504,108504,91.29521,82.34527857751617,8.949931422483829
72963,72963,21.30609,83.50087023346902,-62.19478023346902
270712,270712,113.45295,80.45863846375744,32.99431153624256
63504,63504,58.51415,81.33767132970185,-22.823521329701848
26896,26896,51.35711,82.49878421107906,-31.141674211079057
261152,261152,28.82626,80.95414969487133,-52.12788969487133
8838,8838,18.95413,78.37811160417525,-59.423981604175246
16064,16064,51.87727,81.97164559134569,-30.09437559134569
107661,107661,78.51986,82.09430974652555,-3.574449746525559
130161,130161,138.32206,81.15815882268085,57.16390117731915
179573,179573,112.89469,83.05594358617184,29.83874641382816
116121,116121,128.75438,82.74161388934748,46.01276611065252
32234,32234,110.87905,81.77041442399418,29.108635576005824
191736,191736,104.20715,82.08976152531706,22.11738847468294
57456,57456,57.52239,81.6334942876017,-24.111104287601705
160502,160502,141.92416,82.9624319286479,58.9617280713521
215795,215795,83.07772,80.64312104488083,2.4345989551191707
126714,126714,133.05759,82.1464578870935,50.9111321129065
173047,173047,133.0536,79.77257054080135,53.281029459198635
97726,97726,36.35365,83.98041506063689,-47.626765060636885
193811,193811,54.97137,83.83603123316608,-28.864661233166082
17156,17156,88.63173,81.67006530188716,6.961664698112841
71055,71055,44.58955,84.14372430851347,-39.55417430851347
193990,193990,91.71549,83.07995418447773,8.635535815522275
52059,52059,88.66515,78.63596042293305,10.029189577066944
274757,274757,150.0,82.20506808916849,67.79493191083151
1558,1558,148.29742,82.10552705264736,66.19189294735263
253081,253081,76.28044,78.75833750997462,-2.4778975099746248
181909,181909,113.31912,83.163039424086,30.156080575914004
145269,145269,48.40269,84.53050884406042,-36.12781884406042
186660,186660,45.19228,82.87946418315636,-37.68718418315636
6479,6479,113.61374,82.07769867060382,31.536041329396184
249414,249414,17.33921,78.65640287067987,-61.31719287067987
43182,43182,80.67394,81.75460381913629,-1.0806638191362907
248529,248529,83.48287,80.52283302760966,2.9600369723903412
125724,125724,100.77084,83.29122340817632,17.479616591823685
214268,214268,115.30815,83.33538191590895,31.972768084091044
270767,270767,102.77095,83.45387735395279,19.317072646047208
141103,141103,150.0,80.98337631085234,69.01662368914766
292203,292203,141.81336,82.29740338703384,59.51595661296615
62008,62008,55.55368,82.0874495296759,-26.533769529675894
89122,89122,147.20624,81.91106835595201,65.295171644048
47736,47736,40.64654,81.45147953540153,-40.80493953540153
222505,222505,20.06304,83.2628625441448,-63.199822544144794
29628,29628,51.20572,84.10244237655019,-32.89672237655019
202216,202216,135.60083,79.73076328263305,55.87006671736695
194828,194828,128.71453,80.4303325529971,48.284197447002896
18649,18649,115.71633,83.25184489643925,32.46448510356075
199020,199020,98.32172,80.61191491328483,17.709805086715164
111554,111554,114.16684,81.61059092637335,32.556249073626645
244687,244687,93.08318,80.34590515334537,12.737274846654628
230919,230919,84.00416,81.9552716263115,2.0488883736884986
42397,42397,109.0853,79.21104515608582,29.874254843914187
221946,221946,139.74773,76.69801520264879,63.0497147973512
168390,168390,71.62412,82.88074192766419,-11.256621927664185
175576,175576,88.48088,82.41216118370092,6.068718816299082
153541,153541,145.27251,79.791241803637,65.481268196363
74055,74055,117.40993,83.28535757226061,34.124572427739395
233828,233828,52.21605,82.97793541257576,-30.761885412575758
131312,131312,122.15151,82.39882343751354,39.75268656248646
224154,224154,89.75048,81.1436061534825,8.606873846517502
266743,266743,93.3633,82.58599693558244,10.777303064417552
15594,15594,104.62798,80.62344680147002,24.00453319852997
227419,227419,127.65831,83.94271798712337,43.71559201287663
115531,115531,76.00471,82.36399668751989,-6.359286687519884
12282,12282,20.4159,81.95300280396177,-61.537102803961766
21847,21847,21.48396,81.79755655231259,-60.31359655231259
86772,86772,138.18328,78.94631732429109,59.23696267570891
193139,193139,110.90159,83.24339309377591,27.65819690622409
100472,100472,137.16095,81.71473817992738,55.446211820072634
177774,177774,70.16617,83.52010501563247,-13.353935015632473
224462,224462,51.30008,80.39905670695366,-29.098976706953657
255020,255020,32.95658,82.24205139371007,-49.28547139371007
140852,140852,129.90026,80.64216902520447,49.258090974795536
6484,6484,96.74773,81.96487728734482,14.782852712655185
97191,97191,21.41521,80.56003130160452,-59.14482130160452
218796,218796,63.38679,81.5470248148357,-18.160234814835697
146934,146934,16.4049,80.9278766325861,-64.52297663258611
183990,183990,149.21429,83.96613097935528,65.24815902064472
150347,150347,87.10583,80.038465006415,7.067364993585002
291295,291295,124.3726,81.22457235363404,43.14802764636596
175531,175531,108.42277,84.03815245634118,24.38461754365882
80284,80284,62.37188,80.62104107167069,-18.24916107167069
64297,64297,118.00808,82.37606778893044,35.632012211069565
221587,221587,20.35475,82.29634328823069,-61.94159328823069
145984,145984,109.95883,81.08123265358792,28.877597346412088
266813,266813,96.75761,81.87494129416048,14.88266870583952
53725,53725,27.81191,81.18898250713262,-53.377072507132624
171137,171137,124.88234,80.82816864918252,44.054171350817484
212764,212764,142.61721,84.5553067877404,58.061903212259594
30683,30683,30.18257,82.93345052242304,-52.750880522423046
204086,204086,76.38329,78.85560547895582,-2.472315478955821
78594,78594,46.0898,81.36470534386227,-35.27490534386227
162787,162787,113.87224,78.92676197569745,34.94547802430256
212279,212279,37.50535,83.7346051046288,-46.2292551046288
33141,33141,17.97734,80.8399731739907,-62.8626331739907
13870,13870,24.7219,79.67987754618979,-54.95797754618978
205831,205831,80.03468,81.29047846310087,-1.2557984631008736
285806,285806,76.1357,80.61976755799479,-4.484067557994791
13820,13820,69.75517,80.4501728747948,-10.695002874794795
198918,198918,21.20604,80.85313526741604,-59.647095267416034
165989,165989,99.45716,80.40999226731805,19.047167732681956
81377,81377,98.98272,81.3771362063517,17.605583793648307
149867,149867,109.70926,81.93684725590843,27.772412744091568
192119,192119,19.35647,83.83424896825804,-64.47777896825804
180210,180210,80.73504,83.3662576935311,-2.6312176935310987
147051,147051,116.39196,83.56268814559519,32.82927185440481
127638,127638,45.41346,84.3710546728217,-38.9575946728217
291867,291867,52.95321,81.6285143452151,-28.675304345215096
178582,178582,52.02253,81.5100550389302,-29.4875250389302
127544,127544,48.59711,81.16751558901254,-32.57040558901254
235717,235717,30.72142,81.5500001056037,-50.828580105603706
171723,171723,39.31716,79.31081945451453,-39.99365945451453
161574,161574,59.25937,82.35139223957835,-23.09202223957835
75409,75409,33.09395,80.47556205580868,-47.38161205580868
90035,90035,129.31599,81.56576832350254,47.75022167649746
42840,42840,37.04604,80.74124233889067,-43.695202338890674
8581,8581,35.85291,81.90283709947032,-46.04992709947032
13664,13664,58.90536,82.38467174870857,-23.479311748708568
247464,247464,23.19745,78.81211547314888,-55.614665473148875
96424,96424,98.31869,80.37875691517185,17.939933084828155
194898,194898,84.0139,82.96834938224568,1.04555061775433
283532,283532,150.0,82.8934255930954,67.1065744069046
69531,69531,33.54073,81.91752594365491,-48.376795943654905
237884,237884,74.48061,82.99341113337431,-8.51280113337431
261893,261893,89.39099,82.35346953586645,7.03752046413355
150376,150376,73.4341,83.75044194557634,-10.31634194557634
182443,182443,16.92108,78.67910646418537,-61.75802646418536
224406,224406,111.4984,81.7741360881745,29.724263911825503
171332,171332,82.56549,81.9686531984116,0.5968368015883954
140442,140442,27.27799,82.95150606321128,-55.67351606321128
154939,154939,35.04191,81.09042251915864,-46.048512519158635
131259,131259,150.0,81.23377048668766,68.76622951331234
162293,162293,135.6074,81.18590831187228,54.42149168812773
292709,292709,15.0,83.58598401483944,-68.58598401483944
264845,264845,147.81257,78.71391158826334,69.09865841173665
166131,166131,130.97325,81.53272173626418,49.44052826373583
132328,132328,19.27987,82.80748384484772,-63.52761384484772
208063,208063,61.1073,80.88129035996526,-19.77399035996526
48322,48322,105.03131,79.81550968814477,25.215800311855233
16624,16624,128.74687,80.6404557118516,48.1064142881484
4734,4734,63.149,82.95830815662836,-19.80930815662836
189590,189590,29.72911,81.1142782091914,-51.3851682091914
101739,101739,109.81141,83.1368568842949,26.674553115705095
111000,111000,51.6657,81.25848621384424,-29.592786213844235
198444,198444,22.64771,81.56550770082984,-58.91779770082984
16638,16638,18.95245,81.66147535642376,-62.709025356423766
55638,55638,76.79032,81.48774745750566,-4.697427457505668
258788,258788,71.86072,83.62647773290085,-11.765757732900852
238820,238820,29.39565,80.57139511609125,-51.17574511609125
115603,115603,144.09266,80.94106982161016,63.15159017838984
246939,246939,51.64919,80.82856167906937,-29.17937167906937
191530,191530,74.92889,82.25151708601926,-7.322627086019267
11213,11213,116.00892,83.2209095101527,32.78801048984731
27388,27388,78.69005,79.20483416905945,-0.5147841690594532
229061,229061,114.69794,80.07210422738237,34.625835772617634
251977,251977,53.68874,81.8615480867657,-28.17280808676569
23366,23366,139.11476,83.2589106428238,55.85584935717618
10057,10057,114.63007,82.6913321462407,31.938737853759307
112593,112593,17.35501,82.89918866097574,-65.54417866097575
268565,268565,17.59124,84.62969727857374,-67.03845727857374
157455,157455,116.47405,82.3143630997986,34.15968690020141
59187,59187,103.27972,84.13331334578679,19.14640665421321
70372,70372,61.55652,82.1744101342304,-20.6178901342304
126007,126007,66.55767,84.30757916925067,-17.74990916925067
197380,197380,135.97087,79.63860162211881,56.33226837788118
271738,271738,107.56986,81.84623506621749,25.723624933782517
194635,194635,26.37447,82.07839541128922,-55.70392541128922
165242,165242,22.26914,81.21454964272093,-58.945409642720925
47838,47838,102.71348,81.08893720103146,21.624542798968548
29771,29771,31.78287,80.42681710827945,-48.64394710827945
257199,257199,105.55591,82.37877235273656,23.177137647263436
61814,61814,109.00851,83.12448837770697,25.884021622293034
208348,208348,74.72061,83.24010288082145,-8.51949288082146
191265,191265,133.98351,80.58564541111737,53.397864588882626
2157,2157,148.97676,80.6751712670492,68.30158873295082
188784,188784,23.192,79.94880175477593,-56.75680175477593
95787,95787,114.57223,80.55893258183647,34.01329741816353
238436,238436,31.70336,81.42584278742211,-49.72248278742211
239163,239163,57.40454,81.02118825381548,-23.616648253815484
295072,295072,67.55124,80.7113093109124,-13.160069310912391
104338,104338,114.06716,81.36303895759625,32.704121042403756
291607,291607,63.69185,81.46461647278238,-17.77276647278238
21708,21708,29.67077,81.35282966939418,-51.68205966939418
143149,143149,74.36754,82.56773190592756,-8.200191905927554
137148,137148,72.4063,81.72627265358183,-9.319972653581829
78780,78780,28.7583,83.44975678049026,-54.69145678049026
92536,92536,105.30393,81.22515052603885,24.07877947396115
271294,271294,117.30909,81.12891775118652,36.18017224881348
79847,79847,77.96236,81.90858614462407,-3.946226144624063
274306,274306,31.986,81.55206034621996,-49.566060346219956
153714,153714,135.98617,80.305410866603,55.68075913339699
117114,117114,38.92696,83.39288744197755,-44.46592744197755
295580,295580,137.73556,78.95260981024816,58.78295018975183
153341,153341,51.06397,83.06174843971296,-31.99777843971296
242231,242231,132.89975,80.6559428890138,52.24380711098621
17420,17420,101.24404,81.60897785583425,19.635062144165744
52376,52376,70.32346,81.30297060956748,-10.979510609567484
71440,71440,24.53253,81.8645097116531,-57.3319797116531
254000,254000,132.70207,81.52611420285457,51.17595579714542
199108,199108,124.83041,84.2923005115016,40.53810948849841
146464,146464,33.20256,81.18996339993521,-47.98740339993521
154057,154057,139.40759,80.3816302643393,59.025959735660706
276394,276394,28.99095,79.00014596543588,-50.00919596543588
106502,106502,102.11889,81.91509539208573,20.20379460791426
84374,84374,20.12324,81.3992590560825,-61.276019056082504
253180,253180,44.32258,83.79463551909528,-39.47205551909528
236365,236365,85.39077,82.70062657115453,2.6901434288454737
182279,182279,115.62565,82.74668318467957,32.878966815320425
221109,221109,111.96381,80.0762660658592,31.887543934140794
289706,289706,129.45393,80.09568356477627,49.35824643522375
291438,291438,27.63922,83.51684406392341,-55.87762406392341
71066,71066,84.91669,80.34909304498822,4.56759695501178
122789,122789,84.57731,81.04187072930958,3.535439270690418
194910,194910,121.17667,79.46057517079275,41.71609482920725
145391,145391,103.53703,81.43403275206711,22.10299724793289
199164,199164,45.35758,83.43964478200373,-38.08206478200373
266382,266382,132.3511,82.97222583239835,49.37887416760165
271414,271414,30.63826,81.53537858636022,-50.89711858636022
167801,167801,84.51995,82.74096901455927,1.7789809854407252
61371,61371,107.67713,82.56713777674001,25.109992223259994
228790,228790,64.62175,80.64542619656265,-16.023676196562647
290878,290878,47.31905,81.9918201410735,-34.67277014107351
144980,144980,74.77086,80.79695908388263,-6.026099083882627
119483,119483,123.0264,80.43056328077141,42.595836719228586
18604,18604,64.81725,79.72065779864151,-14.90340779864151
138393,138393,17.41703,80.92674926222043,-63.50971926222043
83163,83163,61.14769,80.16744402048438,-19.019754020484385
77727,77727,24.28278,81.81636903225879,-57.53358903225879
224928,224928,40.15201,82.33210663649976,-42.18009663649976
28596,28596,41.35055,81.4689042918902,-40.1183542918902
157996,157996,69.30416,81.49676741447107,-12.19260741447107
108954,108954,134.65237,82.48028222401328,52.17208777598671
200857,200857,120.40518,78.19450049734077,42.21067950265923
72173,72173,43.10933,84.27816310721373,-41.16883310721373
106183,106183,122.89628,81.25072927881486,41.645550721185145
12328,12328,120.31247,82.82883925118688,37.48363074881313
264481,264481,144.82096,80.90128699279319,63.919673007206825
96134,96134,24.67235,81.0519301565891,-56.37958015658909
129425,129425,19.38346,78.06594645215918,-58.68248645215918
80441,80441,44.24758,80.76250444189276,-36.51492444189276
260522,260522,35.55803,80.60343492811974,-45.04540492811974
72154,72154,31.85185,77.88461616122521,-46.03276616122521
93234,93234,55.86606,81.57614479576671,-25.71008479576671
58502,58502,90.54271,82.45987227618548,8.08283772381452
277308,277308,23.9858,81.46361874187069,-57.47781874187069
151009,151009,82.40963,83.42443368295687,-1.0148036829568667
90763,90763,135.82016,82.4037467054005,53.416413294599494
275585,275585,75.15736,83.07608020883,-7.91872020883001
77424,77424,149.59724,82.4381375564247,67.15910244357529
50947,50947,59.33821,80.47769868959404,-21.13948868959404
86003,86003,42.87815,81.67575417726977,-38.79760417726977
202926,202926,48.77168,80.94937374092385,-32.17769374092384
52894,52894,138.16296,83.75025280685111,54.41270719314889
152519,152519,54.75522,81.88667451421706,-27.13145451421706
145898,145898,72.02997,81.65988642641568,-9.629916426415676
133627,133627,115.32694,78.39343437483,36.93350562517
113025,113025,73.31483,82.60179472779086,-9.28696472779086
216655,216655,56.72246,80.95173836869947,-24.229278368699468
173878,173878,88.64242,82.84045815251949,5.801961847480513
73954,73954,122.38273,83.84299219298921,38.53973780701078
257397,257397,55.96486,80.44156069413566,-24.47670069413566
103663,103663,79.30042,83.00174349828893,-3.7013234982889287
281910,281910,83.49309,80.2572382434527,3.235851756547291
104079,104079,98.80687,82.55263474628354,16.25423525371646
83563,83563,22.09482,81.28045302161844,-59.18563302161844
28436,28436,64.36747,79.65462626379059,-15.287156263790592
206395,206395,104.30647,80.57879574660053,23.72767425339947
239720,239720,100.34547,80.15483455606376,20.190635443936245
35659,35659,45.0228,80.76034691666122,-35.73754691666122
267856,267856,109.13186,83.48787947803564,25.643980521964366
25953,25953,128.28256,81.05255997223423,47.230000027765755
108843,108843,92.59265,82.10777939571649,10.484870604283515
50565,50565,92.30464,83.0568501543394,9.247789845660606
241574,241574,92.28711,79.84190007079256,12.445209929207437
214651,214651,89.1624,81.95959692897613,7.2028030710238795
14904,14904,53.51052,78.42490875904055,-24.91438875904055
142217,142217,141.94304,80.1584959518161,61.78454404818389
53741,53741,144.62269,85.07726559130529,59.545424408694714
17917,17917,119.33704,80.08496261522643,39.25207738477357
46527,46527,127.98357,80.59112819701657,47.39244180298343
254258,254258,138.22064,81.52101577605126,56.699624223948746
117732,117732,120.3427,77.94843732511268,42.394262674887315
84721,84721,73.90035,83.23683905486693,-9.33648905486693
283229,283229,57.36716,81.94707904608461,-24.579919046084612
174501,174501,113.55399,82.68525332461446,30.868736675385534
122944,122944,75.59416,82.39654748162175,-6.80238748162175
1934,1934,132.21462,83.9601957387226,48.25442426127739
275793,275793,50.57062,81.14520358508085,-30.574583585080852
123228,123228,85.43215,82.7026444700947,2.729505529905296
24600,24600,37.60293,82.53743743105059,-44.93450743105059
230991,230991,123.32882,81.93944706679586,41.38937293320413
56772,56772,27.43465,80.01829499393035,-52.58364499393035
147503,147503,51.92755,79.51500469246722,-27.58745469246722
85741,85741,115.83629,74.45195809440335,41.38433190559665
69716,69716,77.70037,78.38660030860025,-0.6862303086002441
264260,264260,40.67726,81.16541556196702,-40.48815556196703
65737,65737,36.35599,82.62405445628426,-46.26806445628426
99254,99254,150.0,82.28213537102012,67.71786462897988
223411,223411,60.02926,83.21535533021753,-23.186095330217533
116646,116646,62.30963,82.44025311974,-20.130623119740008
75954,75954,20.59667,79.35642047769313,-58.75975047769313
125531,125531,126.28841,82.25738079619931,44.031029203800685
236312,236312,96.89221,81.5299833329247,15.362226667075305
76948,76948,121.18084,81.98513306843935,39.19570693156065
145527,145527,15.65635,84.43779472405252,-68.78144472405252
164479,164479,77.14682,82.68499982032104,-5.538179820321034
282478,282478,95.85722,81.62087520082726,14.236344799172741
110104,110104,83.87734,82.25385562445905,1.6234843755409543
276716,276716,45.78135,84.25535616914881,-38.47400616914881
21142,21142,29.40943,81.07741443772225,-51.667984437722254
151238,151238,130.87443,82.46579813571906,48.408631864280935
286033,286033,29.58959,82.61017956009142,-53.02058956009142
